'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[22:53:46.586 08/07/2079]',-4.689,-20.317,5.470,-5.079,-29.695,-0.391,-4.689,10.159,-9.377,-5.861,-2.344,10.549,-11.722,3.907,-8.205,10.940,-7.033,-9.768,-4.689,19.145,-4.298,-9.768,-8.205,0.391
'[22:53:46.590 08/07/2079]',-6.252,-23.834,8.987,-8.205,-26.569,-1.954,0.000,0.781,-7.424,-9.377,6.252,10.159,-10.940,7.424,-9.768,13.284,-6.252,-6.252,-8.205,14.066,-2.735,0.391,-9.768,-10.549
'[22:53:46.594 08/07/2079]',8.205,-23.053,5.861,-17.973,-8.596,-6.642,0.391,-10.159,-7.033,-17.582,7.424,-0.391,-11.331,0.391,-3.126,-2.735,-7.424,-10.940,-5.079,14.066,-6.252,-3.516,-3.126,-12.894
'[22:53:46.598 08/07/2079]',11.722,-12.503,5.861,-19.536,-3.126,-2.344,-3.126,-3.907,-1.172,-12.894,5.470,0.781,-2.735,-0.391,-1.172,-2.735,-6.252,-10.159,-5.079,18.364,-17.192,-4.689,-1.172,-13.675
'[22:53:46.602 08/07/2079]',7.424,-11.722,-2.735,-2.735,6.642,-9.377,-4.298,-2.344,3.907,-15.629,14.066,12.894,-1.954,-3.516,3.516,18.755,-3.126,-7.033,3.516,5.470,-12.503,-8.205,3.516,-14.847
'[22:53:46.605 08/07/2079]',9.377,-2.735,0.000,-6.252,13.284,-4.689,-2.735,-5.470,3.126,-15.629,14.066,7.424,-9.377,0.000,4.298,14.847,-3.516,-8.596,0.781,-3.126,-19.927,0.781,4.298,-18.755
'[22:53:46.609 08/07/2079]',-0.391,0.391,0.391,-14.066,1.954,-4.298,-7.033,-3.907,3.516,-12.112,0.781,5.079,-9.377,-3.516,4.689,6.642,-3.126,-14.066,0.391,-1.954,-14.457,-6.642,4.689,-16.801
'[22:53:46.613 08/07/2079]',-12.894,-1.172,3.516,-1.954,-1.954,-7.814,-9.377,8.205,5.079,-9.377,-2.735,16.020,-13.284,1.172,6.252,15.238,1.563,-14.066,-2.735,1.563,-8.987,-7.033,6.252,-12.894
'[22:53:46.617 08/07/2079]',-7.424,-4.689,8.596,-12.112,-5.079,2.344,-0.391,-10.940,1.563,-8.987,1.563,1.563,-15.238,-1.563,5.079,8.205,1.563,-10.159,-7.814,1.954,-2.735,-9.768,5.079,-10.940
'[22:53:46.621 08/07/2079]',0.391,-11.331,8.596,-14.457,-5.470,2.344,4.298,-17.582,-0.391,-5.470,4.298,-5.079,-15.629,-9.768,16.801,1.172,0.781,-8.596,-7.814,8.205,-10.549,-15.629,16.801,-14.457
'[22:53:46.625 08/07/2079]',-11.331,-7.033,0.391,-5.470,-20.317,6.642,-1.563,-7.814,-1.172,-3.126,-0.391,6.252,-14.457,-8.596,9.768,14.457,2.344,-6.642,0.391,6.642,-14.847,-12.503,9.768,-16.801
'[22:53:46.629 08/07/2079]',-8.596,0.391,3.907,-2.344,-12.112,10.940,-2.344,-3.516,-1.954,-0.391,1.954,9.768,-9.377,-5.861,9.377,15.238,6.642,-1.172,-3.126,1.563,-10.940,-7.033,9.377,-13.675
'[22:53:46.633 08/07/2079]',-19.927,5.470,2.344,-11.331,-21.880,9.377,-0.391,-10.159,-3.516,-5.470,-2.344,0.000,-16.020,-9.377,8.205,4.689,0.781,-5.470,-1.563,1.172,-18.364,-5.079,8.205,-7.424
'[22:53:46.637 08/07/2079]',-21.880,2.344,2.344,-5.861,-19.145,0.391,1.172,-5.079,1.563,-10.159,0.000,8.205,-23.443,-0.391,6.642,17.582,1.563,-8.987,-1.563,1.563,-23.053,-1.563,6.642,-7.033
'[22:53:46.641 08/07/2079]',-8.205,-7.033,3.907,-2.344,-2.344,-7.033,1.172,-5.861,2.735,-13.284,3.126,8.205,-21.490,-2.344,8.205,16.410,1.563,-7.814,-3.126,2.344,-12.894,-6.642,8.205,-8.205
'[22:53:46.645 08/07/2079]',-7.033,-0.781,0.391,-3.907,-8.205,-1.172,3.516,-6.252,0.391,-14.847,4.298,5.079,-0.391,-9.377,-0.391,6.642,3.516,-10.940,0.391,1.172,-7.814,-2.735,-0.391,-7.424
'[22:53:46.648 08/07/2079]',-23.053,2.735,0.000,-8.987,-10.940,-20.317,6.642,-4.298,0.391,-18.364,2.735,1.563,-4.298,-6.252,0.000,-1.954,0.391,-14.457,0.781,3.516,-3.126,-5.079,0.000,-8.205
'[22:53:46.652 08/07/2079]',-16.020,-8.205,7.424,-2.735,-7.814,-2.735,-5.861,-3.516,-1.172,-14.066,8.596,13.284,3.126,-12.894,2.344,14.066,4.689,-9.377,-6.642,8.987,10.159,-12.503,2.344,-13.284
'[22:53:46.656 08/07/2079]',-19.145,-7.814,11.331,-1.563,-10.549,-2.344,1.172,-4.298,-20.708,0.000,14.457,14.457,24.615,-18.755,-16.410,19.536,6.642,-7.424,-10.549,3.126,12.894,4.689,-16.410,-17.582
'[22:53:46.660 08/07/2079]',-17.192,-6.252,11.331,-8.987,-2.344,-9.377,5.079,-14.457,0.391,-14.457,0.391,2.735,-35.556,11.722,7.814,5.861,1.954,-12.894,-10.549,1.954,-7.033,7.033,7.814,-10.940
'[22:53:46.664 08/07/2079]',-9.768,-8.596,10.940,-7.033,0.000,-6.642,2.735,-9.768,0.391,-8.987,1.172,4.298,-26.960,4.689,14.066,5.861,3.126,-12.503,-10.159,5.861,-7.033,0.391,14.066,-8.205
'[22:53:46.668 08/07/2079]',-7.424,0.000,18.364,-0.781,0.391,0.781,11.722,-2.344,0.781,-7.814,7.033,5.861,-18.364,2.735,7.033,14.066,8.987,-8.987,-17.582,0.391,1.563,-2.344,7.033,-7.033
'[22:53:46.672 08/07/2079]',-13.675,6.252,17.192,0.391,-2.735,3.126,17.192,-7.814,11.722,-16.020,10.549,1.954,-19.145,6.252,9.377,12.503,8.596,-10.940,-16.410,-1.954,2.735,4.298,9.377,-16.410
'[22:53:46.676 08/07/2079]',-21.880,4.689,11.331,0.000,-6.252,-3.516,3.516,0.781,3.907,-18.755,4.298,3.907,-11.331,-14.457,12.894,7.424,7.033,-17.582,-10.549,0.781,10.940,-14.066,12.894,-16.801
'[22:53:46.680 08/07/2079]',-31.648,14.066,7.814,-2.735,-10.940,-1.954,0.391,0.391,1.563,-13.284,1.563,6.642,1.172,-16.410,5.861,6.642,11.722,-16.410,-7.033,0.391,16.801,-14.066,5.861,-15.238
'[22:53:46.684 08/07/2079]',-32.821,13.675,6.642,-5.079,-7.033,-7.814,7.424,-8.987,0.000,-9.377,0.391,7.424,-5.079,1.954,-6.252,8.205,8.205,-14.066,-5.861,-1.954,10.549,5.079,-6.252,-12.112
'[22:53:46.688 08/07/2079]',-20.317,10.159,8.596,-6.642,-0.781,-1.563,7.424,-13.284,3.516,-8.596,3.516,0.391,-5.470,-2.735,6.252,1.172,5.079,-11.331,-7.814,-1.563,9.768,-3.126,6.252,-15.238
'[22:53:46.691 08/07/2079]',-21.490,12.894,14.066,0.391,-0.781,1.954,7.033,-0.781,4.298,-4.689,7.033,10.159,1.563,1.172,3.907,8.987,7.814,-6.252,-13.284,0.000,10.159,-0.781,3.907,-19.536
'[22:53:46.695 08/07/2079]',-17.582,21.099,17.582,1.172,6.642,1.172,12.112,2.735,3.516,-5.861,10.159,16.020,1.172,2.344,3.907,15.629,10.549,-4.689,-16.801,-4.298,6.642,3.516,3.907,-19.145
'[22:53:46.699 08/07/2079]',-12.503,14.066,7.424,0.781,3.126,1.172,7.424,-1.172,2.344,-7.814,5.470,8.596,-4.298,-3.907,10.940,7.033,7.424,-8.987,-6.642,-5.079,3.516,0.391,10.940,-14.847
'[22:53:46.703 08/07/2079]',-14.066,19.536,7.033,-0.781,-3.126,8.205,6.642,0.781,4.298,-5.079,3.516,7.033,1.563,-2.735,4.689,7.033,9.377,-11.722,-6.252,0.781,7.424,-10.159,4.689,-12.112
'[22:53:46.707 08/07/2079]',-7.424,10.940,5.079,-9.768,-8.205,6.252,15.238,-13.675,1.172,0.000,4.689,9.768,3.126,0.391,-0.781,14.457,8.987,-8.987,-4.298,-4.689,14.457,-7.033,-0.781,-7.033
'[22:53:46.711 08/07/2079]',-17.582,9.768,13.284,-5.861,-13.284,21.099,4.298,-11.722,1.563,5.470,0.000,5.470,6.642,3.907,-2.735,6.252,10.549,-8.205,-12.503,-5.470,19.536,0.391,-2.735,3.516
'[22:53:46.715 08/07/2079]',-26.960,17.973,15.238,-9.377,-7.424,12.112,2.735,-8.987,4.298,0.781,-3.907,0.391,10.549,-1.954,-4.298,-1.563,7.424,-9.377,-14.457,-3.907,22.662,-0.391,-4.298,11.722
'[22:53:46.719 08/07/2079]',-19.927,16.801,12.894,-1.172,2.735,8.205,1.954,-4.298,3.126,0.781,3.907,8.205,4.689,0.000,0.000,12.894,10.159,-5.861,-12.112,-4.298,17.192,-1.172,0.000,11.722
'[22:53:46.723 08/07/2079]',-20.708,15.238,14.066,12.894,10.159,4.689,4.689,1.563,1.172,0.000,11.331,12.503,1.954,-4.298,3.126,24.225,13.284,-5.861,-13.284,-10.940,18.755,4.298,3.126,10.549
'[22:53:46.727 08/07/2079]',-20.317,14.457,5.079,8.596,5.470,-1.954,3.516,1.954,4.298,-2.735,1.563,7.424,-0.391,-1.172,1.172,11.331,7.424,-14.457,-4.298,-7.033,21.490,-1.172,1.172,14.847
'[22:53:46.730 08/07/2079]',-6.252,9.377,3.126,0.000,0.781,3.126,1.172,1.954,4.298,5.861,1.172,5.079,6.252,4.689,1.172,4.689,9.768,-17.973,-2.344,0.391,15.238,-5.079,1.172,31.258
'[22:53:46.734 08/07/2079]',-9.377,0.781,8.596,-3.907,-4.298,3.516,3.907,-7.033,2.344,3.126,12.112,-0.391,1.954,5.861,1.954,7.033,10.549,-16.801,-7.814,0.781,9.768,0.781,1.954,52.747
'[22:53:46.738 08/07/2079]',-9.377,-3.516,-3.516,-4.689,-11.331,6.642,0.391,-16.801,7.033,3.907,5.079,-3.126,0.391,8.205,-1.172,5.861,8.987,-21.099,4.298,0.391,8.596,-0.781,-1.172,76.190
'[22:53:46.742 08/07/2079]',-10.549,1.954,-2.735,-18.364,-8.205,3.516,-5.861,-18.755,7.033,-11.331,2.735,-7.814,-2.344,-0.391,-4.298,-1.172,6.642,-26.178,3.516,3.907,-1.172,1.172,-4.298,92.991
'[22:53:46.746 08/07/2079]',-30.476,14.847,4.689,-5.079,-16.020,5.079,-5.861,1.563,8.205,-8.596,6.252,9.768,1.172,-4.689,4.689,15.629,14.066,-20.317,-3.907,0.000,5.079,-3.516,4.689,92.991
'[22:53:46.750 08/07/2079]',-21.880,17.582,3.516,-1.954,-5.470,3.126,2.344,-2.344,6.252,-8.987,8.205,5.079,-1.172,-6.252,6.642,11.331,10.549,-21.490,-2.735,-6.642,17.973,-9.768,6.642,76.972
'[22:53:46.754 08/07/2079]',-10.159,9.377,7.814,-2.735,3.907,-1.172,2.735,-1.172,6.252,-12.894,7.814,6.642,-10.940,-1.954,10.940,10.549,8.596,-24.615,-7.033,-1.954,8.987,-6.252,10.940,48.840
'[22:53:46.758 08/07/2079]',-11.331,5.470,8.596,0.000,-1.954,0.781,0.391,3.126,8.205,-7.424,7.033,7.033,-4.298,-1.563,14.457,6.642,11.331,-24.225,-7.814,1.954,12.503,-10.159,14.457,25.788
'[22:53:46.762 08/07/2079]',-18.755,-0.781,-2.735,-1.172,-8.596,-9.377,-6.642,0.391,-6.252,-11.722,1.172,5.861,-9.768,-10.940,7.033,3.516,7.033,-28.913,3.516,0.391,3.126,-4.298,7.033,15.238
'[22:53:46.766 08/07/2079]',-22.662,5.079,-6.642,-16.801,-10.549,-8.987,-12.503,-7.814,-1.954,-14.847,-6.252,-1.563,-10.159,-8.596,1.563,-7.814,1.563,-34.383,7.424,2.344,-6.252,-1.954,1.563,11.331
'[22:53:46.770 08/07/2079]',-23.834,7.424,-3.126,-19.927,-19.927,3.516,-16.020,-6.252,0.781,-15.629,-1.563,5.861,0.000,-12.503,0.000,1.954,3.126,-28.913,3.907,11.331,-8.205,-8.987,0.000,5.470
'[22:53:46.773 08/07/2079]',-25.788,9.768,5.861,-8.987,-19.145,6.252,-8.987,3.907,-11.722,-6.642,8.596,16.410,12.503,-21.490,1.172,13.675,5.470,-17.973,-5.079,5.470,6.252,-14.457,1.172,-2.344
'[22:53:46.777 08/07/2079]',-26.960,13.675,21.099,-5.079,-12.503,-1.172,5.470,12.112,9.377,-20.317,5.079,13.284,-29.304,13.675,9.768,12.894,7.033,-14.066,-20.317,1.172,-5.470,-2.344,9.768,-7.033
'[22:53:46.781 08/07/2079]',-27.741,27.350,19.927,-9.377,-10.940,4.298,1.563,16.410,14.847,-17.192,5.861,13.675,-10.940,4.689,13.284,9.768,11.331,-7.033,-19.145,4.689,-11.722,-3.516,13.284,-13.675
'[22:53:46.785 08/07/2079]',-33.993,22.662,21.490,-1.954,-24.615,12.503,0.391,19.927,9.768,-11.722,6.642,14.847,-12.503,0.391,14.066,18.364,17.582,0.000,-20.708,3.516,-8.205,-5.861,14.066,-22.662
'[22:53:46.789 08/07/2079]',-29.695,16.801,14.847,-6.642,-17.192,-1.563,4.689,10.549,5.861,-13.675,11.331,7.814,-18.755,3.516,14.066,12.503,17.582,-1.172,-14.066,-7.424,-13.284,10.549,14.066,-26.178
'[22:53:46.793 08/07/2079]',-33.993,27.741,24.225,-17.192,-21.099,21.099,-6.252,7.814,8.987,-8.596,8.987,-0.781,-6.642,6.252,12.894,-3.516,20.317,-2.344,-23.443,-2.735,-7.033,7.424,12.894,-16.801
'[22:53:46.797 08/07/2079]',-58.999,33.993,25.397,-8.596,-33.602,15.629,-6.252,16.410,0.781,-5.470,7.814,-3.126,-7.424,-1.563,18.755,-10.159,21.880,-1.954,-24.615,-0.391,6.642,-3.907,18.755,-1.954
'[22:53:46.801 08/07/2079]',-55.482,24.615,32.430,-5.861,-20.317,3.907,2.344,9.768,1.172,-9.377,17.582,-8.987,-12.894,2.344,19.145,-8.596,17.192,0.781,-31.648,-3.516,7.814,5.861,19.145,4.689
'[22:53:46.805 08/07/2079]',-47.277,26.178,23.834,-3.516,-9.377,0.391,4.298,4.298,8.987,-10.940,21.880,-11.722,-11.722,3.516,20.317,-4.689,14.457,4.689,-23.053,-8.205,1.563,6.642,20.317,-3.516
'[22:53:46.809 08/07/2079]',-47.668,32.821,16.801,-5.470,-14.847,7.424,-1.563,7.033,12.112,-9.377,19.927,-10.159,-1.954,4.298,14.847,-5.861,16.410,8.596,-16.020,-1.563,-3.516,6.642,14.847,-12.894
'[22:53:46.813 08/07/2079]',-29.304,25.788,10.940,-3.126,-5.470,8.987,-7.424,8.596,9.768,-9.377,16.801,-4.689,-6.642,7.424,11.722,0.391,20.317,12.894,-10.159,-3.516,-9.768,12.112,11.722,-14.066
'[22:53:46.816 08/07/2079]',-25.006,36.337,16.020,-7.033,4.689,11.722,-0.781,4.689,11.722,-1.172,21.490,-10.549,-4.298,16.801,15.629,-6.252,23.834,20.708,-15.238,-10.940,-4.689,14.457,15.629,-11.331
'[22:53:46.820 08/07/2079]',-23.834,43.761,20.708,-3.516,4.298,23.834,0.781,7.814,14.066,2.344,26.960,-11.722,-3.126,22.271,17.973,-5.861,30.867,20.317,-19.927,-6.252,-6.252,12.503,17.973,-11.722
'[22:53:46.824 08/07/2079]',-34.774,34.774,20.317,1.172,0.781,7.814,-1.172,12.894,8.596,3.126,22.662,-6.642,-8.596,17.582,20.708,-0.781,26.960,17.582,-19.536,-8.987,0.000,6.642,20.708,-8.205
'[22:53:46.828 08/07/2079]',-37.118,30.085,16.801,-5.079,3.126,-7.424,1.172,7.033,4.689,0.391,15.238,-10.159,-7.424,6.252,19.145,-9.768,19.145,14.457,-16.020,-14.066,14.066,-0.391,19.145,10.940
'[22:53:46.832 08/07/2079]',-45.324,38.291,6.252,-16.801,-8.596,-4.298,-7.033,1.954,7.033,-3.126,7.814,-15.238,-5.079,8.596,12.894,-21.490,13.675,8.596,-5.470,-12.894,3.126,5.470,12.894,24.615
'[22:53:46.836 08/07/2079]',-44.933,26.178,6.252,-14.847,-12.112,-3.516,-14.847,3.907,3.907,-11.331,8.205,-3.907,-8.205,5.861,5.861,-7.814,11.722,5.470,-5.470,-1.563,-3.907,7.424,5.861,10.159
'[22:53:46.840 08/07/2079]',-31.648,19.145,5.079,-4.298,0.391,-7.424,-11.331,6.252,6.252,-14.066,9.377,2.344,-6.252,4.689,1.954,2.735,11.722,7.814,-4.298,-4.298,3.516,3.516,1.954,-35.556
'[22:53:46.844 08/07/2079]',-23.053,30.085,11.722,-12.503,13.675,-8.987,1.954,0.391,9.768,-11.331,8.987,-0.781,-1.954,12.503,5.079,-9.377,17.192,7.033,-10.940,-1.954,0.391,12.112,5.079,-127.766
'[22:53:46.848 08/07/2079]',-25.788,39.072,13.675,-7.814,13.284,-7.424,3.907,9.768,11.331,-10.549,6.252,4.689,-3.516,17.973,5.861,-8.596,17.582,5.861,-12.894,-0.781,-1.172,10.940,5.861,-173.871
'[22:53:46.852 08/07/2079]',-20.708,21.490,8.596,2.735,6.252,-16.801,16.020,7.814,11.722,-11.331,9.377,14.847,2.735,11.722,2.344,7.424,13.284,9.377,-7.814,0.391,12.894,-1.172,2.344,-139.096
'[22:53:46.855 08/07/2079]',-21.490,21.880,10.940,-8.596,-2.344,-15.629,27.741,-6.642,10.940,-10.549,10.159,7.424,8.205,7.424,5.861,-4.689,10.549,8.596,-10.159,-10.940,23.443,-1.563,5.861,16.410
'[22:53:46.859 08/07/2079]',-44.542,25.788,7.033,1.954,-16.410,-4.298,4.689,7.424,2.735,-16.020,2.344,18.755,2.735,3.907,1.954,-1.172,8.596,3.907,-6.252,-3.907,17.582,0.391,1.954,195.751
'[22:53:46.863 08/07/2079]',-49.231,17.973,-2.735,1.172,-27.350,-5.470,-2.344,2.735,-2.735,-19.927,-2.735,14.847,0.391,-3.907,-0.391,-5.470,6.252,0.391,3.516,5.470,25.006,-16.410,-0.391,298.901
'[22:53:46.867 08/07/2079]',-39.072,15.629,-8.987,-5.079,-10.549,-9.377,0.391,-16.801,0.000,-16.020,-6.642,-3.907,8.987,-11.331,-5.079,-18.755,5.861,0.391,9.768,1.172,37.118,-16.801,-5.079,236.386
'[22:53:46.871 08/07/2079]',-42.198,13.284,-13.675,-5.079,-17.973,-8.596,2.344,-23.834,-16.020,-14.847,-3.516,-7.424,-9.377,-3.516,-10.549,-18.364,3.516,-1.563,14.457,5.470,26.569,-7.814,-10.549,49.231
'[22:53:46.875 08/07/2079]',-33.211,6.252,-16.801,-12.503,-17.582,-11.331,-0.391,-27.741,-7.033,-14.457,-9.377,-11.722,-1.954,-0.391,-12.894,-27.350,2.344,-1.954,17.582,16.020,30.476,-17.973,-12.894,-168.400
'[22:53:46.879 08/07/2079]',-26.178,0.391,-8.987,-8.987,-11.331,-12.112,7.424,-26.569,-5.079,-6.642,-1.172,-3.907,6.252,0.781,-15.238,-10.549,3.516,3.907,9.768,7.033,42.589,-16.410,-15.238,-308.669
'[22:53:46.883 08/07/2079]',-21.099,0.000,0.000,-9.377,-9.768,-9.377,12.112,-23.443,-11.331,-5.079,5.470,3.907,-1.172,0.391,-8.987,1.954,1.563,7.033,0.781,4.298,20.708,-5.861,-8.987,-345.788
'[22:53:46.887 08/07/2079]',-26.569,7.033,2.344,-5.470,-15.238,-7.424,10.159,-8.987,-3.516,-6.642,0.000,11.331,1.563,-2.735,-0.391,1.954,3.126,7.033,-1.563,7.424,14.066,-12.112,-0.391,-304.371
'[22:53:46.891 08/07/2079]',-30.867,12.112,7.814,-5.079,-18.364,-9.377,10.159,1.954,-5.079,-2.735,-4.298,12.894,6.642,-7.033,-3.126,3.126,5.079,7.814,-7.033,0.781,12.112,-8.596,-3.126,-261.392
'[22:53:46.895 08/07/2079]',-24.225,11.722,-0.391,-5.470,-14.457,-8.596,14.847,-10.549,-12.503,-3.126,3.126,6.252,-5.861,-8.596,4.689,2.735,3.126,11.331,1.172,-4.298,-1.172,-3.126,4.689,-200.440
'[22:53:46.898 08/07/2079]',-24.225,18.364,0.000,-7.033,-12.894,-7.424,25.006,-17.973,0.391,0.391,8.205,3.516,-9.768,12.894,8.205,0.781,1.172,15.238,0.781,1.563,-2.735,-5.079,8.205,-175.433
'[22:53:46.902 08/07/2079]',2.735,0.391,19.145,0.391,2.735,21.490,16.801,-17.582,1.563,18.364,26.569,3.516,-5.079,29.695,3.516,20.317,4.298,23.443,-18.364,4.298,10.940,-11.331,3.516,-125.421
'[22:53:46.906 08/07/2079]',45.324,-24.225,17.973,11.722,28.132,39.072,37.900,-53.919,-3.516,32.430,67.595,-2.344,22.271,3.126,3.516,62.515,4.298,35.165,-17.192,-8.205,10.940,-4.298,3.516,-66.032
'[22:53:46.910 08/07/2079]',31.648,-12.503,14.847,10.159,29.304,23.443,17.582,-26.178,0.391,27.350,33.993,11.331,24.615,9.768,3.516,34.774,5.079,18.755,-14.066,-10.940,16.410,5.079,3.516,60.171
'[22:53:46.914 08/07/2079]',-9.768,23.834,17.192,-11.722,12.112,11.722,2.344,-6.252,-1.172,24.225,1.172,-1.563,30.476,9.377,-4.689,-12.894,8.205,3.907,-16.410,-10.159,23.053,5.079,-4.689,180.513
'[22:53:46.918 08/07/2079]',-15.238,30.476,5.079,-12.894,7.424,1.172,-0.781,-0.391,-19.145,31.258,-4.689,7.033,67.204,-23.443,-14.847,-14.457,10.549,5.470,-4.298,-10.549,30.085,5.861,-14.847,272.723
'[22:53:46.922 08/07/2079]',-30.085,37.900,-5.079,-22.271,-3.907,-10.159,-4.689,-1.172,3.907,5.861,-24.225,5.861,0.391,26.178,-1.563,-32.430,5.861,2.344,5.861,-7.424,10.159,7.814,-1.563,266.081
'[22:53:46.926 08/07/2079]',-39.072,44.151,1.172,-18.364,-25.006,1.954,-6.642,17.582,3.907,8.987,-30.867,8.987,7.424,30.867,-6.252,-39.853,7.033,4.689,-0.391,-3.907,19.536,3.126,-6.252,209.426
'[22:53:46.930 08/07/2079]',-14.066,30.867,0.391,-12.503,-11.331,8.987,-9.377,16.020,0.391,8.205,-26.569,12.112,12.503,19.927,-12.894,-25.397,5.861,10.940,0.391,-2.344,18.755,3.126,-12.894,138.315
'[22:53:46.934 08/07/2079]',-10.549,22.271,0.000,-8.596,-5.470,7.033,-3.516,3.907,5.079,4.689,-21.880,6.642,8.205,11.331,-4.298,-21.490,3.516,11.722,0.781,-3.907,17.973,4.298,-4.298,87.521
'[22:53:46.938 08/07/2079]',-14.066,22.662,-0.391,-7.814,-9.768,5.079,-3.126,8.596,4.298,3.516,-25.006,5.079,23.053,3.907,-16.020,-22.271,2.735,5.861,1.172,-6.642,25.006,2.344,-16.020,82.833
'[22:53:46.941 08/07/2079]',-15.629,15.238,3.516,-7.424,-5.470,-5.470,-5.861,12.503,-2.344,5.079,-28.132,11.722,33.211,-3.126,-29.695,-14.847,2.735,4.689,-2.735,3.126,33.602,-1.954,-29.695,85.177
'[22:53:46.945 08/07/2079]',-22.662,13.284,-1.954,-7.033,-20.708,-1.172,-4.689,7.424,1.954,2.344,-27.741,10.159,28.132,-8.596,-21.099,-10.940,1.172,7.033,2.735,4.298,31.648,-13.284,-21.099,78.535
'[22:53:46.949 08/07/2079]',-35.165,12.894,-4.298,-1.954,-40.244,0.391,2.344,8.987,1.172,0.000,-30.867,14.847,19.145,-2.344,-19.536,-11.331,-3.516,8.205,5.079,-4.298,46.105,-17.192,-19.536,60.171
'[22:53:46.953 08/07/2079]',-17.973,6.252,-4.689,-1.172,-31.258,3.907,2.344,5.861,0.391,0.391,-29.304,16.020,25.397,-7.033,-20.317,-8.987,-5.861,7.424,5.470,1.954,44.933,-17.582,-20.317,51.184
'[22:53:46.957 08/07/2079]',-10.549,3.516,-3.126,-1.954,-20.708,0.781,6.642,0.000,-3.907,0.391,-28.523,13.284,20.317,-12.503,-15.629,-10.549,-6.252,8.205,3.907,0.781,41.026,-14.457,-15.629,39.463
'[22:53:46.961 08/07/2079]',-5.470,-1.954,-3.126,-0.391,-13.284,-3.516,8.987,-3.907,-4.689,-3.907,-28.913,7.814,16.410,-12.503,-19.145,-14.066,-8.596,8.596,3.907,-5.861,39.853,-3.126,-19.145,30.867
'[22:53:46.965 08/07/2079]',-9.768,3.516,0.391,-2.344,-7.033,-2.735,3.516,-1.954,0.391,-4.298,-32.821,8.205,18.364,-2.344,-32.430,-10.940,-5.861,7.033,0.391,3.907,35.946,-1.563,-32.430,22.271
'[22:53:46.969 08/07/2079]',-11.331,-7.814,8.205,6.252,-7.424,-7.424,4.689,5.079,-2.344,-4.689,-26.569,13.284,10.159,-8.596,-27.741,5.079,-1.172,8.987,-7.424,13.284,30.476,-11.331,-27.741,15.238
'[22:53:46.973 08/07/2079]',-12.894,-4.689,4.298,8.205,-12.503,-5.079,12.112,0.391,-3.516,-1.563,-23.053,7.814,5.861,-11.331,-21.880,7.814,-2.735,13.675,-3.516,-1.563,28.913,-8.987,-21.880,4.689
'[22:53:46.977 08/07/2079]',-23.834,6.252,2.735,5.470,-7.033,-14.457,9.768,2.344,-0.391,1.954,-32.430,5.861,3.907,-15.238,-13.284,0.391,-3.126,10.159,-1.954,-2.344,25.788,-14.847,-13.284,-4.298
'[22:53:46.980 08/07/2079]',-33.602,10.159,3.907,2.344,-14.066,-16.801,8.596,4.689,-5.079,3.907,-35.946,5.079,-2.735,-17.582,-11.722,1.563,-2.735,9.377,-3.126,0.781,21.490,-21.490,-11.722,-14.847
'[22:53:46.984 08/07/2079]',-28.132,8.987,1.954,-3.907,-5.861,-21.880,14.066,-7.033,-12.894,8.987,-30.085,-4.298,-14.457,-13.284,-6.642,-1.954,-2.735,10.940,-1.172,-7.814,14.457,-10.549,-6.642,-19.145
'[22:53:46.988 08/07/2079]',-32.039,3.907,4.298,-1.563,-0.391,-12.112,-3.907,-8.987,-8.596,2.735,-37.900,-4.298,-12.503,-22.271,-12.112,0.000,-3.126,5.861,-3.516,-5.079,17.582,-13.284,-12.112,-22.271
'[22:53:46.992 08/07/2079]',-41.026,8.205,3.126,-9.377,-9.377,-13.284,-12.503,-1.563,-5.079,-0.391,-47.277,-0.391,-17.192,-15.629,-15.629,-4.298,-0.391,-2.735,-2.344,1.563,8.987,-12.112,-15.629,-29.304
'[22:53:46.996 08/07/2079]',-32.039,21.099,4.298,-20.317,-3.126,-8.596,-15.629,0.391,0.391,2.344,-48.449,-9.377,-14.066,-23.834,0.391,-17.582,4.689,-9.377,-3.516,-2.735,-4.298,-14.457,0.391,-31.648
'[22:53:47.000 08/07/2079]',-36.728,32.430,-4.298,-16.020,-1.172,-10.549,-16.410,3.516,18.755,0.391,-54.701,-10.159,-3.516,-20.317,2.344,-24.615,4.689,-10.940,5.079,-12.112,-8.596,-4.689,2.344,-36.337
'[22:53:47.004 08/07/2079]',-44.542,42.979,-0.391,-28.132,-5.079,-14.847,-17.582,8.205,12.112,7.424,-63.297,-13.284,-11.722,-5.470,6.642,-45.714,6.642,-17.973,1.172,-10.159,-10.159,-0.391,6.642,-33.993
'[22:53:47.008 08/07/2079]',-50.794,48.840,-3.516,-28.132,-10.549,-21.880,-23.443,21.880,1.563,8.987,-72.283,-12.112,-20.708,-0.391,5.470,-57.045,8.205,-21.099,4.298,-9.768,-15.238,7.424,5.470,-40.635
